"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치년도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"월산동 1093",1,,광주광역시 남구 월산동 408-9,35.1491526644,126.8951649861,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1094",1,,광주광역시 남구 월산동 906-23,35.1496097349,126.8942206077,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1095",1,,광주광역시 남구 월산동 913-15,35.1488866134,126.8919169550,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1096",1,,광주광역시 남구 월산동 912-57,35.1490170803,126.8926718108,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1097",1,,광주광역시 남구 월산동 912-36,35.1486493527,126.8927030214,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1098",1,,광주광역시 남구 월산동 912-43,35.1484366163,126.8926857419,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1099",1,,광주광역시 남구 월산동 910-10,35.1479616036,126.8937135419,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1100",1,,광주광역시 남구 월산동 408-22,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1101",1,,광주광역시 남구 월산동 552-8,35.1473570301,126.8950224318,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1102",1,,광주광역시 남구 월산동 560-11,35.1468273947,126.8954445118,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1103",1,,광주광역시 남구 월산동 973-14,35.1456413921,126.8915569156,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1104",1,,광주광역시 남구 월산동 972-7,35.1447042286,126.8918390847,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1105",1,,광주광역시 남구 월산동 973-17,35.1452092134,126.8920886178,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1106",1,,광주광역시 남구 월산동 945-16,35.1464970451,126.8928638707,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1107",1,,광주광역시 남구 월산동 569-12,35.1463120437,126.8957085441,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1108",1,,광주광역시 남구 월산동 928-20,35.1462044350,126.8882420600,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1109",1,,광주광역시 남구 월산동 1015-1,35.1417992476,126.8929753701,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1110",1,,광주광역시 남구 월산동 1024-35,35.1403341406,126.8956239953,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1111",1,,광주광역시 남구 월산동 152-7,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1112",1,,광주광역시 남구 월산동 946-18,35.1458114743,126.8922590144,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1113",1,,광주광역시 남구 월산동 391-22,35.1491245509,126.8960122353,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1114",1,,광주광역시 남구 월산동 391-12,35.1489226086,126.8959685952,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1115",1,,광주광역시 남구 월산동 930-18,35.1470776173,126.8889651494,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1116",1,,광주광역시 남구 월산동 928-16,35.1463843380,126.8878423643,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1117",1,,광주광역시 남구 월산동 953-1,35.1457937625,126.8886201206,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1118",1,,광주광역시 남구 월산동 923-26,35.1467900735,126.8860420801,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1119",1,,광주광역시 남구 월산동 924-22,35.1461339000,126.8860605530,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1120",1,,광주광역시 남구 월산동 51-7,35.1465339891,126.9024550243,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1121",1,,광주광역시 남구 월산동 901-24,35.1512547412,126.8952852050,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1122",1,,광주광역시 남구 월산동 163-9,35.1440576648,126.8988103598,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1123",1,,광주광역시 남구 월산동 290-7,35.1509871339,126.8985779017,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1124",1,,광주광역시 남구 월산동 291-63,35.1509551613,126.8991486159,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1125",1,,광주광역시 남구 월산동 291-64,35.1508396483,126.8989819461,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1126",1,,광주광역시 남구 월산동 291-61,35.1507062471,126.8989821110,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1127",1,,광주광역시 남구 월산동 291-33,35.1503746017,126.8990483674,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1128",1,,광주광역시 남구 월산동 291-34,35.1503240633,126.8989738038,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1129",1,,광주광역시 남구 월산동 293-1,35.1500859542,126.8987941180,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1130",1,,광주광역시 남구 월산동 291-51,35.1511424283,126.8988893858,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1131",1,,광주광역시 남구 월산동 291-47,35.1511605872,126.8990473967,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1132",1,,광주광역시 남구 월산동 291-97,35.1510382142,126.8993021567,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1133",1,,광주광역시 남구 월산동 291-67,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1134",1,,광주광역시 남구 월산동 291-26,35.1513844966,126.8994948824,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1135",1,,광주광역시 남구 월산동 337-89,35.1517812367,126.8996655987,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1136",1,,광주광역시 남구 월산동 346-13,35.1521163750,126.8994632534,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1137",1,,광주광역시 남구 월산동 347-8,35.1520227647,126.8996214036,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1138",1,,광주광역시 남구 월산동 346-5,35.1522208890,126.8994104464,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1139",1,,광주광역시 남구 월산동 349-10,35.1516835913,126.8993057514,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1140",1,,광주광역시 남구 월산동 346-10,35.1520189152,126.8993272876,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1141",1,,광주광역시 남구 월산동 349-3,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1142",1,,광주광역시 남구 월산동 394-14,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1143",1,,광주광역시 남구 월산동 291-69,35.1513229964,126.8992447381,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1144",1,,광주광역시 남구 월산동 350-1,35.1516940017,126.8988184660,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1145",1,,광주광역시 남구 월산동 291-43,35.1515282834,126.8989767052,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1146",1,,광주광역시 남구 월산동 350-6,35.1516397733,126.8986429395,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1147",1,,광주광역시 남구 월산동 24-4,35.1492422418,126.9031585361,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1148",1,,광주광역시 남구 월산동 289-34,35.1513621620,126.8986520634,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1149",1,,광주광역시 남구 월산동 산 6-52,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1150",1,,광주광역시 남구 월산동 619-34,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1157",1,,광주광역시 남구 월산동 346-2,35.1522787799,126.8996562081,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1158",1,,광주광역시 남구 월산동 347-8,35.1520227647,126.8996214036,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1159",1,,광주광역시 남구 월산동 323-89,35.1508331771,126.8998730829,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1160",1,,광주광역시 남구 월산동 358,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1161",1,,광주광역시 남구 월산동 361-25,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1162",1,,광주광역시 남구 월산동 353-18,35.1522093994,126.8986027243,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1163",1,,광주광역시 남구 월산동 353-9,35.1521808017,126.8988968810,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1164",1,,광주광역시 남구 월산동 352-1,35.1521592789,126.8990286037,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1165",1,,광주광역시 남구 월산동 352-10,35.1519642701,126.8986513168,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1166",1,,광주광역시 남구 월산동 353-2,35.1522604358,126.8992743116,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1167",1,,광주광역시 남구 월산동 347-10,35.1520769226,126.8997135242,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1168",1,,광주광역시 남구 월산동 337-18,35.1515509093,126.9001751023,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1169",1,,광주광역시 남구 월산동 337-113,35.1516697150,126.8999642448,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1170",1,,광주광역시 남구 월산동 337-10,35.1515217324,126.8997712732,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1171",1,,광주광역시 남구 월산동 338-23,35.1523802467,126.9002794466,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1172",1,,광주광역시 남구 월산동 338,35.1522649414,126.9003629948,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1173",1,,광주광역시 남구 월산동 337-80,35.1520808689,126.9001261666,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1174",1,,광주광역시 남구 월산동 337-96,35.1519187940,126.9003326878,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1175",1,,광주광역시 남구 월산동 337-72,35.1517526835,126.9000168214,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1176",1,,광주광역시 남구 월산동 337-17,35.1516482886,126.9002144920,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1177",1,,광주광역시 남구 월산동 337-103,35.1517674811,126.9004733475,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1178",1,,광주광역시 남구 월산동 336-10,35.1514865126,126.9007853677,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1179",1,,광주광역시 남구 월산동 325-7,35.1513854380,126.9006362363,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1180",1,,광주광역시 남구 월산동 337-46,35.1512951904,126.9005002615,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1181",1,,광주광역시 남구 월산동 337-35,35.1512987056,126.9003905116,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1182",1,,광주광역시 남구 월산동 325-4,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1183",1,,광주광역시 남구 월산동 347-9,35.1519366622,126.9001395124,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1184",1,,광주광역시 남구 월산동 337-63,35.1520954786,126.9003544217,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1185",1,,광주광역시 남구 월산동 323-102,35.1512488156,126.9011061130,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1186",1,,광주광역시 남구 월산동 323-104,35.1511152566,126.9009131229,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1187",1,,광주광역시 남구 월산동 323-9,35.1510610457,126.9007551555,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1188",1,,광주광역시 남구 월산동 337-40,35.1512012324,126.9002369868,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1189",1,,광주광역시 남구 월산동 337-44,35.1511616917,126.9003818990,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1190",1,,광주광역시 남구 월산동 323-125,35.1507724486,126.9005579651,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1191",1,,광주광역시 남구 월산동 323-124,35.1506750297,126.9004702879,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1192",1,,광주광역시 남구 월산동 323-120,35.1505886541,126.9006591538,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1193",1,,광주광역시 남구 월산동 323-116,35.1507545978,126.9007730867,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1194",1,,광주광역시 남구 월산동 323-113,35.1508736922,126.9009134157,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1195",1,,광주광역시 남구 월산동 323-105,35.1510973406,126.9010492287,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1196",1,,광주광역시 남구 월산동 323-99,35.1511515690,126.9012291455,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1197",1,,광주광역시 남구 월산동 323-67,35.1508733360,126.9004788260,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1198",1,,광주광역시 남구 월산동 252-22,35.1455961930,126.8976232862,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1199",1,,광주광역시 남구 월산동 28-1,35.1482752295,126.9022202945,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1200",1,,광주광역시 남구 월산동 335,35.1516854490,126.9015665182,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1201",1,,광주광역시 남구 월산동 335-5,35.1517717366,126.9012679047,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1202",1,,광주광역시 남구 월산동 338-12,35.1518759717,126.9008726920,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1203",1,,광주광역시 남구 월산동 339-18,35.1522652512,126.9007405236,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1204",1,,광주광역시 남구 월산동 334-1,35.1520530108,126.9013290230,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1205",1,,광주광역시 남구 월산동 290-3,35.1506554814,126.8986353805,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1206",1,,광주광역시 남구 월산동 339-12,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1207",1,,광주광역시 남구 월산동 338-7,35.1519875461,126.9006355043,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1208",1,,광주광역시 남구 월산동 338-3,35.1521497044,126.9005299503,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1209",1,,광주광역시 남구 월산동 337-64,35.1520017985,126.9004291635,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1210",1,,광주광역시 남구 월산동 334-8,35.1518692085,126.9014214318,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1211",1,,광주광역시 남구 월산동 332-1,35.1517071493,126.9016498991,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1212",1,,광주광역시 남구 월산동 328-11,35.1512566582,126.9018831017,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1213",1,,광주광역시 남구 월산동 18-4,35.1507266373,126.9018573992,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1214",1,,광주광역시 남구 월산동 326-18,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1215",1,,광주광역시 남구 월산동 326-85,35.1510942070,126.9016286876,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1216",1,,광주광역시 남구 월산동 326-1,35.1514186109,126.9015229413,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1217",1,,광주광역시 남구 월산동 326-28,35.1506326716,126.9015809554,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1218",1,,광주광역시 남구 월산동 326-92,35.1506794103,126.9014184770,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1219",1,,광주광역시 남구 월산동 326-5,35.1509676559,126.9011854697,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1220",1,,광주광역시 남구 월산동 326-23,35.1508015870,126.9009178929,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1221",1,,광주광역시 남구 월산동 326-62,35.1505637644,126.9010849930,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1222",1,,광주광역시 남구 월산동 326-26,35.1506500580,126.9007951626,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1223",1,,광주광역시 남구 월산동 323-123-323-52,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1224",1,,광주광역시 남구 월산동 323-50,35.1505123439,126.8999349328,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1225",1,,광주광역시 남구 월산동 337-97,35.1510207796,126.9000177167,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1226",1,,광주광역시 남구 월산동 323-89,35.1508331771,126.8998730829,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1227",1,,광주광역시 남구 월산동 323-43,35.1500473437,126.9000584152,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1228",1,,광주광역시 남구 월산동 323-43,35.1500473437,126.9000584152,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1229",1,,광주광역시 남구 월산동 295-18,35.1494162976,126.8999450541,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1230",1,,광주광역시 남구 월산동 326-57,35.1503832304,126.9007647580,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1231",1,,광주광역시 남구 월산동 326-58,35.1502930405,126.9006990210,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1232",1,,광주광역시 남구 월산동 323-26,35.1503793801,126.9004662581,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1233",1,,광주광역시 남구 월산동 323-32,35.1502207913,126.9005279079,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1234",1,,광주광역시 남구 월산동 324-5,35.1497410369,126.9002475485,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1235",1,,광주광역시 남구 월산동 295-16,35.1494921097,126.9000634838,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1236",1,,광주광역시 남구 월산동 322-9,35.1496259803,126.9006339854,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1237",1,,광주광역시 남구 월산동 324-11,35.1492724273,126.9003666426,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1238",1,,광주광역시 남구 월산동 304-23,35.1490993770,126.9003800227,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1239",1,,광주광역시 남구 월산동 316-19,35.1492836397,126.9008494975,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1240",1,,광주광역시 남구 월산동 321-4,35.1494892754,126.9010028884,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1241",1,,광주광역시 남구 월산동 326-32,35.1502574345,126.9012477850,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1242",1,,광주광역시 남구 월산동 326-74,35.1500879001,126.9011514152,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1243",1,,광주광역시 남구 월산동 20-11,35.1501710148,126.9013839720,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1244",1,,광주광역시 남구 월산동 20-14,35.1499583511,126.9014544646,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1245",1,,광주광역시 남구 월산동 20-41,35.1498428663,126.9013185218,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1246",1,,광주광역시 남구 월산동 326-35,35.1498102957,126.9011693099,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1247",1,,광주광역시 남구 월산동 20-20,35.1497168509,126.9015337710,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1248",1,,광주광역시 남구 월산동 20-18,35.1500882646,126.9015991700,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1249",1,,광주광역시 남구 월산동 326-52,35.1503658156,126.9015154302,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1250",1,,광주광역시 남구 월산동 326-52,35.1503658156,126.9015154302,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1251",1,,광주광역시 남구 월산동 326-96,35.1504920773,126.9016030736,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1252",1,,광주광역시 남구 월산동 19-7,35.1504276167,126.9021430936,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1253",1,,광주광역시 남구 월산동 326-104,35.1505861141,126.9019673125,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1254",1,,광주광역시 남구 월산동 19-14,35.1500564866,126.9024288720,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1255",1,,광주광역시 남구 월산동 20-35,35.1501570384,126.9019327090,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1256",1,,광주광역시 남구 월산동 21-30,35.1496890492,126.9028243868,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1257",1,,광주광역시 남구 월산동 21-12,35.1496202319,126.9024337825,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1258",1,,광주광역시 남구 월산동 21-20,35.1498078172,126.9025608611,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1259",1,,광주광역시 남구 월산동 21-28,35.1494687115,126.9023198305,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1260",1,,광주광역시 남구 월산동 21-13,35.1497103715,126.9024380646,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1261",1,,광주광역시 남구 월산동 21-8,35.1498688728,126.9022666754,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1262",1,,광주광역시 남구 월산동 21-35,35.1496163787,126.9021265059,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1263",1,,광주광역시 남구 월산동 20-6,35.1499190972,126.9019549432,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1264",1,,광주광역시 남구 월산동 319-1,35.1495945828,126.9019246043,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1265",1,,광주광역시 남구 월산동 24-11,35.1491222808,126.9019383401,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1266",1,,광주광역시 남구 월산동 24-12,35.1491112582,126.9016837505,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1267",1,,광주광역시 남구 월산동 317-5,35.1492336256,126.9014158309,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1268",1,,광주광역시 남구 월산동 321-6,35.1495218856,126.9012003867,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1269",1,,광주광역시 남구 월산동 20-31,35.1497167652,126.9014284174,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1270",1,,광주광역시 남구 월산동 321-3,35.1495684838,126.9008667109,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1271",1,,광주광역시 남구 월산동 322-6,35.1497342046,126.9007084794,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1272",1,,광주광역시 남구 월산동 322,35.1498459912,126.9007302923,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1273",1,,광주광역시 남구 월산동 317-6,35.1491037798,126.9013545317,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1274",1,,광주광역시 남구 월산동 316-12,35.1489666944,126.9012581238,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1275",1,,광주광역시 남구 월산동 316-18,35.1488222475,126.9009773581,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1276",1,,광주광역시 남구 월산동 304-13,35.1491247521,126.9005468006,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1277",1,,광주광역시 남구 월산동 316-18,35.1488222475,126.9009773581,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1278",1,,광주광역시 남구 월산동 316-16,35.1488436862,126.9007402889,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1279",1,,광주광역시 남구 월산동 316-25,35.1487569252,126.9004594544,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1280",1,,광주광역시 남구 월산동 305-13,35.1486206294,126.9013287767,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1281",1,,광주광역시 남구 월산동 305-15,,,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1282",1,,광주광역시 남구 월산동 313-4,35.1485162965,126.9016054520,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1283",1,,광주광역시 남구 월산동 315-3,35.1485919358,126.9015131777,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1284",1,,광주광역시 남구 월산동 24-51,35.1488950030,126.9017718045,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1285",1,,광주광역시 남구 월산동 24-20,35.1493754850,126.9029608409,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1286",1,,광주광역시 남구 월산동 24-29,35.1491627149,126.9028996376,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1287",1,,광주광역시 남구 월산동 23-11,35.1495195020,126.9027104555,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1288",1,,광주광역시 남구 월산동 23-15,35.1495121853,126.9025787724,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1289",1,,광주광역시 남구 월산동 24-17,35.1492631413,126.9022454511,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1290",1,,광주광역시 남구 월산동 24-7,35.1488305345,126.9023030344,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1291",1,,광주광역시 남구 월산동 24-9,35.1491044133,126.9021358983,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1292",1,,광주광역시 남구 월산동 27-17,35.1486175867,126.9020223495,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1293",1,,광주광역시 남구 월산동 27-14,35.1487258918,126.9021978070,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1294",1,,광주광역시 남구 월산동 27-11,35.1485854283,126.9023823415,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1295",1,,광주광역시 남구 월산동 27-1,35.1484989295,126.9024219518,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1296",1,,광주광역시 남구 월산동 26-4,35.1485603633,126.9025974655,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1297",1,,광주광역시 남구 월산동 29-3,35.1483042852,126.9024836394,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1298",1,,광주광역시 남구 월산동 205-12,35.1479472618,126.9023787139,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1299",1,,광주광역시 남구 월산동 312,35.1482715638,126.9021456747,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1300",1,,광주광역시 남구 월산동 205-8,35.1479468470,126.9018651263,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1301",1,,광주광역시 남구 월산동 205-8,35.1479468470,126.9018651263,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1302",1,,광주광역시 남구 월산동 312-1,35.1483435271,126.9019656123,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1303",1,,광주광역시 남구 월산동 314-3,35.1485381534,126.9018819751,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1304",1,,광주광역시 남구 월산동 45-13,35.1476442207,126.9021508153,,,062-607-3832,광주광역시 남구청,2020-03-18
"월산동 1305",1,,광주광역시 남구 월산동 43-7,35.1475002225,126.9024231440,,,062-607-3832,광주광역시 남구청,2020-03-18
